sid,port
238192,type1
238193,type1
238194,type1
238195,type1
238196,type1
238197,type1
238198,ccs
238199,tesla
238200,tesla
238201,tesla
238202,tesla
238203,tesla
238204,tesla
238205,tesla
238206,tesla
238207,tesla
238208,tesla
238209,tesla
238210,tesla
238212,chademo
238212,ccs
238213,chademo
238213,type1
238213,ccs
238218,type1
238219,chademo
238219,ccs
238220,type1
238221,type1
238222,type1
238223,type1
238225,type1
238226,type1
238241,type1
238242,type1
238243,type1
238246,type1
238247,type1
238248,type1
238249,type1
238250,type1
238251,type1
238253,type1
238254,type1
238255,type1
238258,type1
238259,type1
238263,type1
238264,type1
238265,type1
238268,type1
238269,type1
238272,type1
238279,type1
238280,type1
238281,type1
238282,type1
238283,type1
238284,type1
238285,type1
238286,chademo
238286,ccs
238287,type1
238288,type1
238289,type1
238290,type1
238291,type1
238294,type1
238295,chademo
238295,ccs
238296,type1
238297,type1
238298,type1
238302,type1
238305,ccs
238306,ccs
238307,type1
238308,type1
238309,ccs
238310,ccs
238312,type1
238313,type1
238314,type1
238315,type1
238316,type1
238317,type1
238318,type1
238319,type1
238320,type1
238321,type1
238322,type1
238323,type1
238324,type1
238325,type1
238326,type1
238327,type1
238328,type1
238329,type1
238330,type1
238331,type1
238332,type1
238333,type1
238335,type1
238336,type1
238337,type1
238338,type1
238339,type1
238340,type1
238341,type1
238342,type1
238343,type1
238344,type1
238345,type1
238346,type1
238347,type1
238348,type1
238349,type1
238350,type1
238358,chademo
238358,ccs
238364,type1
238365,ccs
238366,ccs
238367,type1
238368,type1
238369,type1
238370,type1
238371,type1
238372,type1
238373,type1
238374,type1
238375,type1
238376,type1
238377,type1
238378,type1
238379,type1
238380,type1
238381,type1
238406,type1
238407,type1
238408,type1
238409,type1
238410,type1
238411,type1
238412,type1
238413,type1
238414,type1
238415,type1
238416,type1
238417,type1
238418,type1
238419,type1
238420,type1
238422,type1
238424,type1
238425,type1
238426,type1
238427,type1
238428,type1
238429,type1
238430,type1
238431,type1
238432,type1
238433,type1
238435,type1
238441,type1
238444,type1
238445,type1
238446,type1
238447,chademo
238447,ccs
238448,type1
238449,type1
238451,type1
238453,type1
238454,type1
238455,type1
238456,type1
238457,type1
238458,type1
238459,type1
238460,type1
238461,type1
238462,type1
238463,type1
238464,type1
238465,type1
238466,type1
238467,type1
238468,type1
238469,type1
238470,type1
238471,type1
238472,type1
238473,type1
238474,type1
238481,chademo
238481,ccs
238482,chademo
238482,ccs
238483,type1
238486,chademo
238486,ccs
238487,chademo
238487,ccs
238497,ccs
238502,type1
238502,ccs
238503,type1
238504,type1
238505,type1
238506,type1
238508,type1
238509,type1
238510,type1
238511,chademo
238511,ccs
238513,type1
238514,chademo
238514,ccs
238515,chademo
238515,ccs
238516,type1
238517,type1
238518,chademo
238518,ccs
238519,chademo
238519,ccs
238520,type1
238521,type1
238522,type1
238523,chademo
238523,ccs
238527,type1
238528,type1
238529,type1
238530,type1
238531,type1
238532,type1
238533,type1
238534,chademo
238534,ccs
238542,type1
238543,ccs
238545,type1
238559,type1
238560,type1
238561,type1
238562,type1
238563,type1
238564,type1
238565,type1
238566,type1
238567,tesla
238568,tesla
238569,tesla
238570,tesla
238571,tesla
238572,tesla
238573,tesla
238574,tesla
238575,tesla
238576,tesla
238577,tesla
238578,tesla
238579,tesla
238580,tesla
238581,tesla
238582,tesla
238583,tesla
238584,tesla
238585,tesla
238586,tesla
238587,tesla
238588,tesla
238609,type1
238611,type1
238612,type1
238613,type1
238614,type1
238615,type1
238631,chademo
238631,ccs
238632,type1
238633,type1
238634,type1
238635,type1
238636,type1
238637,type1
238638,type1
238639,type1
238640,type1
238641,type1
238642,type1
238643,type1
238644,type1
238645,type1
238646,type1
238647,type1
238649,type1
238650,type1
238651,type1
238653,type1
238654,type1
238655,type1
238656,type1
238657,type1
238658,type1
238659,type1
238660,type1
238661,type1
238662,type1
238674,ccs
238680,type1
238681,type1
238682,type1
238683,type1
238684,chademo
238684,ccs
238685,type1
238688,chademo
238688,ccs
238689,chademo
238689,ccs
238690,chademo
238690,ccs
238691,chademo
238691,ccs
238717,type1
238718,type1
238720,type1
238721,type1
238722,chademo
238722,ccs
238723,chademo
238723,ccs
238725,type1
238726,type1
238735,type1
238736,type1
238737,type1
238738,type1
238740,type1
238746,type1
238748,chademo
238748,ccs
238749,type1
238750,type1
238751,type1
238752,type1
238753,type1
238756,type1
238757,type1
238758,type1
238761,chademo
238761,ccs
238762,chademo
238762,ccs
238763,type1
238764,type1
238765,type1
238766,type1
238770,type1
238771,type1
238772,type1
238773,type1
238774,type1
238775,type1
238776,type1
238777,type1
238792,type1
238793,type1
238795,type1
238796,type1
238797,type1
238798,type1
238799,type1
238800,type1
238801,type1
238802,type1
238803,type1
238804,type1
238805,chademo
238805,ccs
238806,type1
238810,type1
238811,type1
238812,type1
238813,type1
238814,type1
238815,type1
238819,chademo
238819,ccs
238820,chademo
238820,ccs
238821,chademo
238821,ccs
238822,chademo
238822,type1
238822,ccs
238823,type1
238824,type1
238828,type1
238829,type1
238830,chademo
238830,ccs
238831,type1
238832,chademo
238832,ccs
238833,chademo
238833,ccs
238834,type1
238835,type1
238836,type1
238844,chademo
238844,ccs
238845,chademo
238845,ccs
238848,type1
238849,type1
238850,chademo
238850,ccs
238852,type1
238856,type1
238857,type1
238858,ccs
238859,type1
238859,ccs
238860,type1
238861,chademo
238861,ccs
238862,chademo
238862,ccs
238863,type1
238864,type1
238865,type1
238866,type1
238867,type1
238868,type1
238869,type1
238870,type1
238871,type1
238872,type1
238875,type1
238876,chademo
238876,ccs
238877,type1
238878,chademo
238878,ccs
238879,type1
238880,type1
238881,type1
238882,type1
238883,type1
238884,type1
238885,type1
238887,type1
238888,type1
238889,type1
238890,type1
238891,type1
238892,type1
238893,type1
238894,type1
238899,type1
240727,type1
240728,type1
240729,type1
240730,chademo
240730,ccs
240734,chademo
240734,ccs
240735,chademo
240735,ccs
240736,chademo
240736,ccs
240737,chademo
240737,ccs
240738,chademo
240738,ccs
240739,chademo
240739,ccs
240740,chademo
240740,ccs
240741,chademo
240741,ccs
240742,chademo
240742,ccs
240743,chademo
240743,ccs
240744,chademo
240744,ccs
240745,chademo
240745,ccs
240746,type1
240747,type1
240748,type1
240749,type1
240750,type1
240751,type1
240752,type1
240753,chademo
240753,ccs
240754,type1
240755,type1
240756,type1
240757,type1
240758,type1
240759,type1
240760,type1
240761,type1
240762,type1
240764,type1
240767,chademo
240767,ccs
240773,chademo
240773,ccs
240774,chademo
240774,ccs
240775,type1
240776,chademo
240776,ccs
240777,chademo
240777,ccs
240778,type1
240779,type1
240781,type1
240782,type1
240785,ccs
240786,type1
240787,type1
240788,ccs
240789,type1
240790,ccs
240791,type1
240792,type1
240793,type1
240794,type1
240796,type1
240797,type1
240798,type1
240799,type1
240801,type1
240802,type1
240803,type1
240804,type1
240805,type1
240806,type1
240807,type1
240808,type1
240809,type1
240810,type1
240811,type1
240812,type1
240813,type1
240814,type1
240816,type1
240817,type1
240818,type1
240819,type1
240820,type1
240821,type1
240822,type1
240823,chademo
240823,ccs
240824,type1
240825,type1
240826,type1
240827,type1
240829,type1
240830,type1
240831,type1
240832,type1
240833,type1
240834,type1
240835,type1
240836,chademo
240836,ccs
240840,type1
240841,type1
240842,type1
240844,type1
240845,type1
240846,type1
240847,type1
240848,type1
240849,type1
240850,type1
240851,type1
240852,type1
240853,type1
240854,type1
240855,type1
240856,type1
240857,type1
240858,type1
240859,type1
240860,type1
240862,type1
240866,type1
240867,type1
240868,type1
240869,type1
240870,type1
240871,type1
240872,type1
240873,type1
240876,type1
240877,chademo
240877,ccs
240878,type1
240879,chademo
240879,ccs
240882,type1
240883,type1
240884,type1
240885,type1
240886,type1
240887,type1
240888,type1
240889,type1
240898,type1
240899,ccs
240900,ccs
240901,type1
240902,type1
240903,type1
240904,type1
240905,type1
240906,type1
240907,type1
240908,type1
240909,type1
240910,type1
240911,type1
240913,type1
240914,type1
240929,chademo
240929,ccs
240930,type1
240931,type1
240932,type1
240933,type1
240935,type1
240936,type1
240937,type1
240938,type1
240939,type1
240940,type1
240941,type1
240942,type1
240943,type1
240944,chademo
240944,ccs
240947,type1
240948,type1
240949,chademo
240949,ccs
240950,type1
240951,type1
240952,type1
240953,type1
240954,type1
240955,type1
240956,type1
240957,chademo
240957,ccs
240958,type1
240959,type1
240960,type1
240961,type1
240962,type1
240963,type1
240964,type1
240965,type1
240966,type1
240967,type1
240968,type1
240969,type1
240970,type1
240971,type1
240972,type1
240974,type1
240975,type1
240976,type1
240977,type1
240978,type1
240979,type1
240980,type1
240982,chademo
240982,ccs
240983,type1
240993,type1
240994,type1
240996,type1
240998,type1
241124,chademo
241124,ccs
241125,type1
241126,type1
241127,type1
241128,type1
241129,type1
241130,type1
241131,type1
241132,type1
241133,type1
241134,type1
241135,type1
241136,ccs
241137,chademo
241137,ccs
241138,tesla
241139,tesla
241140,tesla
241141,tesla
241142,tesla
241143,tesla
241144,tesla
241145,tesla
241146,tesla
241147,tesla
241148,tesla
241149,tesla
241150,tesla
241151,tesla
241152,tesla
241153,tesla
241154,ccs
241155,ccs
241156,ccs
241179,ccs
241181,ccs
241182,type1
241183,type1
241184,type1
241185,type1
241186,type1
241187,type1
241188,type1
241189,type1
241190,type1
241191,type1
241192,type1
241193,type1
241194,type1
241195,type1
241196,type1
241197,type1
241198,type1
241199,type1
241200,type1
241201,type1
241202,type1
241203,type1
241204,type1
241205,type1
241206,type1
241207,type1
241208,type1
241209,type1
241210,type1
241211,type1
241213,type1
241214,type1
241215,type1
241216,type1
241217,type1
241218,type1
241219,type1
241220,type1
241221,type1
241222,type1
241223,type1
241224,type1
241225,type1
241226,type1
241227,type1
241228,type1
241229,type1
241230,type1
241231,type1
241232,type1
241233,type1
241234,type1
241235,type1
241236,type1
241237,type1
241238,type1
241239,type1
241240,type1
241241,type1
241242,type1
241243,type1
241244,type1
241245,chademo
241245,ccs
241246,type1
241247,type1
241248,type1
241249,type1
241250,type1
241251,type1
241252,type1
241253,chademo
241253,ccs
241254,type1
241255,type1
241256,type1
241257,type1
241258,type1
241259,chademo
241259,ccs
241260,type1
241261,type1
241263,type1
241264,type1
241267,type1
241268,type1
241269,type1
241270,type1
241271,type1
241272,type1
241283,chademo
241283,ccs
241284,type1
241285,chademo
241285,ccs
241286,type1
241287,type1
241288,type1
241289,type1
250375,type1
250376,type1
250379,type1
250380,type1
250381,type1
250382,type1
250383,type1
250384,type1
250385,type1
250387,type1
250388,chademo
250388,type1
250388,ccs
250389,type1
250390,type1
250392,type1
250393,type1
250394,type1
250395,type1
250396,type1
250397,type1
250398,type1
250399,ccs
250400,type1
250401,type1
250403,type1
250405,type1
250406,type1
250408,type1
250409,type1
250410,type1
250411,type1
250411,ccs
250412,type1
250417,type1
250418,type1
250419,type1
250420,type1
250421,type1
250422,type1
250423,type1
250424,type1
250425,type1
250426,type1
250427,type1
250429,type1
250430,type1
250431,chademo
250431,ccs
250432,chademo
250432,ccs
250433,type1
250434,type1
250435,type1
250436,type1
250437,type1
250438,chademo
250438,ccs
250439,chademo
250439,ccs
250440,chademo
250440,ccs
250446,chademo
250446,ccs
250451,type1
250452,type1
250465,type1
250466,type1
250467,type1
250468,type1
250469,type1
250470,chademo
250470,ccs
250471,type1
250472,type1
250473,type1
250474,type1
250475,type1
250476,type1
250477,type1
250478,type1
250479,type1
250508,type1
250509,type1
250510,type1
250511,type1
250512,type1
250518,chademo
250518,type1
250518,ccs
250519,type1
250520,chademo
250520,ccs
250521,type1
250522,type2
250523,type1
250523,ccs
250524,tesla
250525,chademo
250525,ccs
250535,chademo
250535,type1
250535,ccs
250553,type1
250554,chademo
250554,ccs
250556,chademo
250556,ccs
250557,chademo
250557,ccs
250558,type1
250559,chademo
250559,ccs
250560,chademo
250560,ccs
250562,type1
250563,type1
250565,type1
250566,type1
250567,type1
250568,type1
250570,type1
250571,type1
250572,type1
250573,type1
250574,type1
250575,type1
250576,type1
250577,type1
250578,type1
250579,type1
250580,type1
250581,type1
250582,type1
250583,type1
250584,type1
250585,type1
250586,type1
250587,type1
250588,type1
250589,type1
250597,type1
250600,ccs
250601,ccs
250602,ccs
250603,ccs
250604,ccs
250605,ccs
250606,ccs
250607,ccs
250608,ccs
250609,ccs
250610,ccs
250611,ccs
250612,type1
250612,ccs
250623,type1
250624,type1
250625,type1
250626,type1
250627,type1
250628,type1
250629,type1
250630,type1
250631,type1
250633,type1
250634,type1
250635,type1
250636,type1
250637,type1
250638,type1
250639,type1
250640,type1
250641,type1
250642,type1
250643,type1
250644,type1
250645,type1
250646,type1
250647,type1
250648,type1
250649,ccs
250650,type1
250651,type1
250652,type1
250653,type1
250654,type1
250655,type1
250656,type1
250657,chademo
250657,ccs
250658,type1
250659,type1
250660,type1
250661,type1
250663,type1
250665,type1
250666,type1
250667,type1
250668,type1
250669,type1
250670,type1
250698,type1
250699,chademo
250699,ccs
250700,chademo
250700,ccs
250701,type1
250702,type1
250703,type1
250704,type1
250705,type1
250706,type1
250707,type1
250708,type1
250709,type1
250710,type1
250711,type1
250712,type1
250713,type1
250714,type1
250715,type1
250716,type1
250717,type1
250718,type1
250719,type1
250720,type1
250721,type1
250722,type1
250723,type1
250724,chademo
250724,ccs
250725,type1
250726,type1
250727,ccs
250728,type1
250729,type1
250730,type1
250731,type1
250732,type1
250733,chademo
250733,ccs
250734,type1
250735,type1
250736,type1
250737,type1
250738,tesla
250739,tesla
250740,tesla
250741,type1
250742,type1
250743,chademo
250743,ccs
250744,chademo
250744,type1
250744,ccs
250745,chademo
250745,ccs
250746,ccs
250754,type1
250755,type1
250757,type1
250758,type1
250759,type1
250760,type1
250761,chademo
250761,ccs
250762,type1
250763,type1
250764,type1
250765,type1
250766,type1
250767,ccs
250768,ccs
250769,ccs
250770,ccs
250771,ccs
250772,ccs
250773,ccs
250774,ccs
250775,ccs
250776,ccs
250777,ccs
250778,type1
250779,type1
250780,type1
250788,ccs
250789,ccs
250790,ccs
250791,ccs
250792,ccs
250793,ccs
250802,type1
250803,type1
250804,type1
250805,type1
250806,type1
250807,type1
250808,type1
250809,chademo
250809,ccs
250810,chademo
250810,ccs
250811,ccs
250819,type1
250820,ccs
250822,type1
250831,tesla
250832,tesla
250833,tesla
250834,type1
250834,tesla
250835,type1
250835,tesla
250837,type1
250837,tesla
250838,type1
250838,tesla
250839,tesla
250840,tesla
250841,type1
250841,tesla
250842,type1
250842,tesla
250844,type1
250844,tesla
250845,type1
250845,tesla
250846,type1
250846,tesla
250848,tesla
250849,tesla
250850,type1
250850,tesla
250852,type1
250852,tesla
250854,tesla
250857,type1
250857,tesla
250858,type1
250858,tesla
250859,type1
250859,tesla
250861,type1
250861,tesla
250863,tesla
250866,type1
250866,tesla
250867,tesla
250868,type1
250868,tesla
250870,tesla
250871,tesla
250872,tesla
250873,type1
250873,tesla
250874,tesla
250875,type1
250876,tesla
250877,tesla
250878,tesla
250879,tesla
250883,tesla
250884,tesla
250885,tesla
250886,tesla
250887,tesla
250888,tesla
250889,tesla
250891,tesla
250892,tesla
250893,tesla
250894,tesla
250895,tesla
250896,tesla
250897,tesla
250898,tesla
250899,tesla
250900,tesla
250901,tesla
250902,tesla
250903,tesla
250904,tesla
250905,tesla
250906,tesla
250907,tesla
250908,tesla
250909,tesla
250910,tesla
250911,tesla
250912,tesla
250913,tesla
250914,tesla
250915,tesla
250916,tesla
250917,tesla
250918,tesla
250919,tesla
250920,tesla
