sid,ev_connector_types,ev_dc_fast_num,ev_level1_evse_num,ev_level2_evse_num,ev_network
66640,type1,None,None,4.0,Non-Networked
66641,type1,None,None,3.0,Non-Networked
66642,type1,None,None,1.0,Non-Networked
66645,type1,None,None,2.0,ChargePoint Network
66647,type1,None,None,2.0,ChargePoint Network
66652,type1,None,None,1.0,ChargePoint Network
66696,type1,None,None,2.0,ChargePoint Network
66697,type1,None,None,2.0,ChargePoint Network
66719,type1,None,None,2.0,ChargePoint Network
66721,type1,None,None,2.0,Non-Networked
66722,type1,None,None,4.0,Non-Networked
66723,type1,None,None,4.0,Non-Networked
66724,type1,None,None,3.0,Non-Networked
66736,type1,None,None,2.0,ChargePoint Network
66750,type1,None,None,2.0,Non-Networked
66764,type1,None,None,2.0,ChargePoint Network
66780,type1,None,None,2.0,ChargePoint Network
66787,chademo,2.0,None,None,SHELL_RECHARGE
66787,ccs,2.0,None,None,SHELL_RECHARGE
66794,type1,None,None,2.0,ChargePoint Network
66814,chademo,1.0,None,None,Non-Networked
66814,ccs,1.0,None,None,Non-Networked
66818,type1,None,None,1.0,Non-Networked
66868,type1,None,None,4.0,Non-Networked
66882,type1,None,None,2.0,Non-Networked
66898,type1,None,None,2.0,Non-Networked
66906,type1,None,None,1.0,Non-Networked
66910,type1,None,None,2.0,OpConnect
66913,type1,None,None,2.0,Volta
66914,type1,None,None,1.0,Non-Networked
66915,type1,None,None,1.0,Non-Networked
66916,type1,None,None,2.0,Non-Networked
66917,type1,None,None,1.0,Non-Networked
66918,type1,None,None,1.0,Non-Networked
66919,type1,None,None,1.0,Non-Networked
66920,type1,None,None,1.0,Non-Networked
66924,type1,None,None,1.0,Non-Networked
66925,type1,None,None,2.0,Non-Networked
66926,type1,None,None,2.0,Non-Networked
66928,type1,None,None,4.0,Non-Networked
66933,type1,None,None,4.0,Non-Networked
67028,type1,None,None,2.0,ChargePoint Network
67043,type1,None,None,2.0,ChargePoint Network
67076,type1,None,None,2.0,ChargePoint Network
67077,type1,None,None,2.0,ChargePoint Network
67078,type1,None,None,2.0,ChargePoint Network
67087,type1,None,1.0,1.0,ChargePoint Network
67087,nema515,None,1.0,1.0,ChargePoint Network
67091,type1,None,None,2.0,ChargePoint Network
67099,type1,None,None,2.0,Non-Networked
67101,type1,None,None,1.0,Non-Networked
67114,type1,None,None,2.0,ChargePoint Network
67125,type1,None,None,1.0,Non-Networked
67127,type1,None,None,2.0,Non-Networked
67131,type1,None,None,2.0,Non-Networked
67132,type1,None,None,1.0,Non-Networked
67135,type1,None,None,1.0,Non-Networked
67139,type1,None,None,2.0,ChargePoint Network
67144,type1,None,None,6.0,Non-Networked
67146,type1,None,None,1.0,Non-Networked
67148,type1,None,None,1.0,Non-Networked
67151,type1,None,None,2.0,Non-Networked
67155,type1,None,None,2.0,Non-Networked
67164,type1,None,None,2.0,ChargePoint Network
67172,type1,None,None,2.0,ChargePoint Network
67185,type1,None,None,2.0,ChargePoint Network
67190,type1,None,None,1.0,Non-Networked
67249,type1,None,None,2.0,Non-Networked
67290,type1,None,None,2.0,Non-Networked
67293,type1,None,None,2.0,Non-Networked
67294,type1,None,None,2.0,Non-Networked
67296,type1,None,None,2.0,Non-Networked
67297,type1,None,None,1.0,Non-Networked
67299,type1,None,None,2.0,POWERFLEX
67300,type1,None,None,15.0,POWERFLEX
67302,type1,None,None,2.0,POWERFLEX
67303,type1,None,None,2.0,POWERFLEX
67305,type1,None,None,7.0,POWERFLEX
67306,type1,None,None,7.0,POWERFLEX
67307,type1,None,None,3.0,Non-Networked
67309,type1,None,None,40.0,Non-Networked
67316,type1,None,None,1.0,Non-Networked
67318,type1,None,None,1.0,Non-Networked
67326,type1,None,None,2.0,ChargePoint Network
67327,type1,None,None,2.0,ChargePoint Network
67343,type1,None,None,1.0,Non-Networked
67345,type1,None,None,4.0,Non-Networked
67346,type1,None,None,8.0,Non-Networked
67347,type1,None,None,2.0,Non-Networked
67348,type1,None,None,2.0,Non-Networked
67348,tesla,None,None,2.0,Non-Networked
67350,type1,None,None,2.0,Non-Networked
67359,type1,None,None,2.0,Non-Networked
67365,type1,None,None,2.0,ChargePoint Network
67371,type1,None,None,2.0,ChargePoint Network
67656,type1,None,None,2.0,ChargePoint Network
67659,type1,None,None,2.0,ChargePoint Network
67662,type1,None,None,2.0,ChargePoint Network
67663,type1,None,None,2.0,ChargePoint Network
67667,type1,None,None,2.0,ChargePoint Network
67688,type1,None,None,2.0,ChargePoint Network
67689,type1,None,None,2.0,ChargePoint Network
67691,type1,None,None,2.0,ChargePoint Network
67692,type1,None,None,1.0,ChargePoint Network
67695,type1,None,None,2.0,ChargePoint Network
67697,type1,None,None,2.0,ChargePoint Network
67701,type1,None,None,2.0,Non-Networked
67706,type1,None,None,2.0,ChargePoint Network
67733,type1,None,None,1.0,Non-Networked
67759,chademo,4.0,None,4.0,Non-Networked
67759,type1,4.0,None,4.0,Non-Networked
67759,ccs,4.0,None,4.0,Non-Networked
67759,tesla,4.0,None,4.0,Non-Networked
67763,type1,None,None,1.0,Non-Networked
67786,type1,None,None,2.0,ChargePoint Network
67788,type1,None,None,3.0,Volta
67793,type1,None,None,2.0,ChargePoint Network
67831,type1,None,None,2.0,Non-Networked
67832,type1,None,None,1.0,Non-Networked
67843,type1,None,None,2.0,ChargePoint Network
67847,type1,None,None,1.0,Non-Networked
67872,type1,None,None,2.0,Non-Networked
67907,type1,None,None,2.0,ChargePoint Network
67924,nema515,None,2.0,None,Non-Networked
67930,type1,None,None,2.0,Non-Networked
67950,type1,None,None,1.0,Non-Networked
67960,type1,None,None,2.0,Non-Networked
67964,type1,None,None,2.0,ChargePoint Network
67969,type1,None,None,5.0,Non-Networked
67984,type1,None,None,2.0,ChargePoint Network
67986,type1,None,None,2.0,Non-Networked
67987,chademo,2.0,None,1.0,Non-Networked
67987,type1,2.0,None,1.0,Non-Networked
67987,ccs,2.0,None,1.0,Non-Networked
67991,type1,None,None,2.0,ChargePoint Network
67992,type1,None,None,2.0,ChargePoint Network
68000,type1,None,None,2.0,Non-Networked
68001,type1,None,1.0,5.0,Non-Networked
68002,type1,None,None,1.0,Non-Networked
68003,type1,None,None,4.0,Non-Networked
68004,type1,None,None,6.0,Non-Networked
68005,type1,None,None,6.0,Non-Networked
68006,type1,None,None,2.0,Non-Networked
68007,type1,None,None,1.0,Non-Networked
68010,type1,None,None,2.0,Non-Networked
68012,type1,None,None,2.0,Non-Networked
68013,type1,None,None,1.0,Non-Networked
68034,type1,None,None,2.0,ChargePoint Network
68116,type1,None,None,2.0,ChargePoint Network
68123,type1,None,None,2.0,ChargePoint Network
68124,type1,None,None,1.0,Non-Networked
68125,type1,None,1.0,2.0,Non-Networked
68125,nema1450,None,1.0,2.0,Non-Networked
68126,type1,None,1.0,17.0,Non-Networked
68126,nema1450,None,1.0,17.0,Non-Networked
68127,type1,None,None,1.0,Non-Networked
68128,type1,None,None,1.0,Non-Networked
68129,type1,None,None,1.0,Non-Networked
68130,type1,None,None,1.0,Non-Networked
68131,type1,None,None,1.0,Non-Networked
68132,type1,None,None,1.0,Non-Networked
68133,type1,None,None,1.0,Non-Networked
68134,type1,None,None,1.0,Non-Networked
68135,type1,None,None,1.0,Non-Networked
68136,type1,None,None,1.0,Non-Networked
68137,type1,None,None,1.0,Non-Networked
68138,type1,None,None,1.0,Non-Networked
68139,type1,None,None,1.0,Non-Networked
68140,type1,None,None,1.0,Non-Networked
68141,type1,None,None,1.0,Non-Networked
68142,type1,None,None,1.0,Non-Networked
68143,type1,None,None,2.0,ChargePoint Network
68151,type1,None,None,10.0,Non-Networked
68152,type1,None,None,4.0,Non-Networked
68153,type1,None,None,10.0,Non-Networked
68154,type1,None,None,2.0,Non-Networked
68161,type1,None,None,2.0,ChargePoint Network
68162,type1,None,None,2.0,ChargePoint Network
68163,type1,None,None,2.0,ChargePoint Network
68164,type1,None,None,2.0,ChargePoint Network
68191,type1,None,None,2.0,Non-Networked
68198,type1,None,None,2.0,ChargePoint Network
68205,type1,None,None,2.0,ChargePoint Network
68244,type1,None,None,2.0,ChargePoint Network
68269,type1,None,None,1.0,Non-Networked
68270,type1,None,None,1.0,Non-Networked
68274,type1,None,None,3.0,Non-Networked
68276,type1,None,None,2.0,Non-Networked
68278,type1,None,None,1.0,Non-Networked
68381,type1,None,None,1.0,Non-Networked
68382,type1,None,None,1.0,Non-Networked
68383,type1,None,None,1.0,Non-Networked
68384,type1,None,None,1.0,Non-Networked
68385,type1,None,None,1.0,Non-Networked
68386,type1,None,None,1.0,Non-Networked
68387,type1,None,None,1.0,Non-Networked
68388,type1,None,None,2.0,Non-Networked
68390,type1,None,None,1.0,Non-Networked
68393,ccs,1.0,None,None,Non-Networked
68395,type1,None,None,2.0,Non-Networked
68398,type1,None,None,3.0,Non-Networked
68399,type1,None,None,1.0,Non-Networked
68400,type1,1.0,None,2.0,Non-Networked
68400,ccs,1.0,None,2.0,Non-Networked
68401,type1,None,None,2.0,Non-Networked
68402,type1,None,None,2.0,Non-Networked
68403,type1,None,None,1.0,Non-Networked
68404,type1,None,None,2.0,Non-Networked
68405,type1,None,None,1.0,Non-Networked
68408,type1,None,None,1.0,Non-Networked
68409,type1,None,None,4.0,Non-Networked
68410,type1,None,None,3.0,Non-Networked
68412,type1,None,None,4.0,Non-Networked
68415,type1,None,None,2.0,Non-Networked
68416,type1,None,None,2.0,Non-Networked
68421,chademo,1.0,None,None,Non-Networked
68428,type1,None,None,2.0,Non-Networked
68429,type1,None,None,2.0,Non-Networked
68430,type1,None,None,3.0,Non-Networked
68485,type1,None,None,1.0,Non-Networked
68541,type1,None,None,1.0,Non-Networked
68544,type1,None,None,1.0,Non-Networked
68546,type1,None,None,2.0,Non-Networked
68560,type1,None,None,1.0,Non-Networked
68565,type1,None,None,1.0,Non-Networked
68575,type1,None,None,2.0,Non-Networked
68576,type1,None,None,4.0,Non-Networked
68577,type1,None,None,3.0,Non-Networked
68579,type1,None,None,2.0,Non-Networked
68580,type1,None,None,2.0,Non-Networked
68584,type1,None,None,1.0,Non-Networked
68597,type1,None,None,2.0,Non-Networked
68598,type1,None,None,1.0,Non-Networked
68746,chademo,4.0,None,None,Non-Networked
68747,chademo,4.0,None,None,Non-Networked
68748,chademo,4.0,None,None,Non-Networked
68766,type1,None,None,2.0,ChargePoint Network
68787,type1,None,None,2.0,ChargePoint Network
68800,type1,None,None,1.0,ChargePoint Network
68803,type1,None,None,2.0,ChargePoint Network
68805,type1,None,None,2.0,ChargePoint Network
68808,type1,None,None,2.0,ChargePoint Network
68812,type1,None,None,2.0,ChargePoint Network
68814,type1,None,None,2.0,ChargePoint Network
68816,type1,None,None,2.0,ChargePoint Network
68820,type1,None,None,2.0,ChargePoint Network
68823,type1,None,None,2.0,ChargePoint Network
68827,type1,None,None,2.0,ChargePoint Network
68834,type1,None,None,2.0,ChargePoint Network
68842,type1,None,None,2.0,ChargePoint Network
68846,type1,None,None,1.0,Non-Networked
68848,chademo,1.0,None,None,Non-Networked
68848,ccs,1.0,None,None,Non-Networked
68849,chademo,1.0,None,None,Non-Networked
68849,ccs,1.0,None,None,Non-Networked
68859,type1,None,None,2.0,Non-Networked
68883,type1,None,None,2.0,Non-Networked
68884,type1,None,None,1.0,Non-Networked
68888,type1,None,None,1.0,Non-Networked
68890,type1,None,None,1.0,Non-Networked
68899,type1,None,None,2.0,Non-Networked
68934,type1,None,None,1.0,Non-Networked
68935,type1,None,None,1.0,Non-Networked
68936,type1,None,None,2.0,Non-Networked
68937,type1,None,None,2.0,Non-Networked
68939,type1,None,None,2.0,Non-Networked
68940,type1,None,None,1.0,ChargePoint Network
68996,type1,None,None,1.0,ChargePoint Network
69011,type1,None,None,1.0,ChargePoint Network
69012,type1,None,None,2.0,ChargePoint Network
69053,type1,None,None,2.0,ChargePoint Network
69059,type1,None,None,2.0,ChargePoint Network
69072,type1,None,None,2.0,ChargePoint Network
69087,type1,None,None,1.0,Non-Networked
69089,type1,None,None,4.0,Non-Networked
69091,type1,None,None,2.0,Non-Networked
69093,type1,None,None,1.0,Non-Networked
69094,type1,None,None,1.0,Non-Networked
69096,type1,None,None,1.0,Non-Networked
69102,type1,None,None,2.0,ChargePoint Network
69116,type1,None,None,6.0,Non-Networked
69116,tesla,None,None,6.0,Non-Networked
69121,type1,None,None,1.0,ChargePoint Network
69122,type1,None,None,2.0,ChargePoint Network
69138,type1,None,None,6.0,Non-Networked
69151,type1,None,None,2.0,ChargePoint Network
69176,type1,None,None,2.0,ChargePoint Network
69183,type1,None,None,2.0,ChargePoint Network
69184,type1,None,None,2.0,ChargePoint Network
69185,type1,None,None,2.0,ChargePoint Network
69192,type1,None,None,2.0,ChargePoint Network
69209,type1,None,None,2.0,ChargePoint Network
69212,type1,None,None,2.0,ChargePoint Network
69213,type1,None,None,2.0,ChargePoint Network
69605,type1,None,None,2.0,ChargePoint Network
69732,type1,None,None,1.0,Non-Networked
69734,type1,None,None,1.0,Non-Networked
69735,type1,None,None,2.0,Non-Networked
69736,type1,None,None,4.0,Non-Networked
69737,type1,None,None,2.0,Non-Networked
69825,type1,None,None,10.0,Non-Networked
69844,chademo,2.0,None,None,SHELL_RECHARGE
69844,ccs,2.0,None,None,SHELL_RECHARGE
69853,type1,None,None,1.0,ChargePoint Network
69872,type1,None,None,2.0,ChargePoint Network
69878,type1,None,None,1.0,Non-Networked
69942,type1,None,None,4.0,Non-Networked
69944,type1,None,None,2.0,Non-Networked
69945,type1,None,None,1.0,Non-Networked
69954,type1,None,None,2.0,ChargePoint Network
69955,type1,None,None,2.0,ChargePoint Network
69968,nema520,None,1.0,None,Non-Networked
69972,type1,None,None,2.0,Non-Networked
69973,chademo,1.0,None,1.0,Non-Networked
69973,type1,1.0,None,1.0,Non-Networked
69974,type1,None,None,2.0,Non-Networked
69975,type1,None,None,5.0,OpConnect
69978,type1,None,None,2.0,Non-Networked
69979,type1,None,None,1.0,Non-Networked
69980,type1,None,None,2.0,Non-Networked
69981,chademo,10.0,None,None,Non-Networked
69983,type1,None,None,2.0,Non-Networked
69988,type1,None,None,10.0,Non-Networked
69989,type1,None,None,2.0,Non-Networked
69991,type1,None,None,1.0,Non-Networked
69992,type1,None,None,2.0,Non-Networked
69994,type1,None,None,2.0,Non-Networked
69996,type1,None,None,2.0,Non-Networked
70006,type1,None,None,11.0,Non-Networked
70007,type1,None,None,10.0,EV Connect
70009,type1,None,None,16.0,Non-Networked
70010,type1,None,None,6.0,Non-Networked
70011,type1,None,None,3.0,Non-Networked
70016,type1,None,None,2.0,Non-Networked
70024,type1,None,None,10.0,EV Connect
70034,type1,None,None,2.0,ChargePoint Network
70042,type1,None,None,12.0,Non-Networked
70043,type1,None,None,4.0,Non-Networked
70044,type1,None,None,10.0,Non-Networked
70045,type1,None,None,6.0,Non-Networked
70056,type1,None,None,2.0,Non-Networked
70057,type1,None,None,1.0,Non-Networked
70060,type1,None,None,2.0,Non-Networked
70064,type1,None,None,4.0,Non-Networked
70065,type1,None,None,1.0,Non-Networked
70066,type1,None,None,2.0,Non-Networked
70067,type1,None,None,2.0,Non-Networked
70069,type1,None,None,6.0,Non-Networked
70070,type1,None,None,14.0,Non-Networked
70071,type1,None,6.0,6.0,Non-Networked
70071,nema1450,None,6.0,6.0,Non-Networked
70072,type1,None,None,4.0,Non-Networked
70073,type1,None,None,4.0,Non-Networked
70074,type1,None,None,15.0,Non-Networked
70092,type1,None,None,2.0,ChargePoint Network
70095,type1,None,None,2.0,ChargePoint Network
70233,type1,None,None,2.0,Non-Networked
70261,type1,None,None,2.0,Non-Networked
70272,type1,None,None,2.0,AMPUP
70317,type1,None,None,2.0,Non-Networked
70358,type1,None,None,2.0,Non-Networked
70401,type1,None,None,1.0,Non-Networked
70442,type1,None,None,8.0,Non-Networked
70443,chademo,1.0,None,1.0,Non-Networked
70443,type1,1.0,None,1.0,Non-Networked
70444,chademo,1.0,None,1.0,Non-Networked
70444,type1,1.0,None,1.0,Non-Networked
70444,ccs,1.0,None,1.0,Non-Networked
70446,type1,None,None,2.0,Non-Networked
70447,chademo,1.0,None,1.0,Non-Networked
70447,type1,1.0,None,1.0,Non-Networked
70447,ccs,1.0,None,1.0,Non-Networked
70448,type1,None,None,1.0,Non-Networked
70450,type1,None,None,2.0,Non-Networked
70451,type1,None,None,1.0,Non-Networked
70452,type1,None,None,1.0,Non-Networked
70454,type1,None,None,1.0,Non-Networked
70456,chademo,1.0,None,4.0,Non-Networked
70456,type1,1.0,None,4.0,Non-Networked
70456,ccs,1.0,None,4.0,Non-Networked
70457,type1,None,None,1.0,Non-Networked
70458,type1,None,None,1.0,Non-Networked
70460,type1,None,None,1.0,Non-Networked
70466,type1,None,None,1.0,Non-Networked
70467,type1,None,None,1.0,Non-Networked
70468,type1,None,None,2.0,Non-Networked
70469,type1,None,None,1.0,Non-Networked
70471,type1,None,None,1.0,Non-Networked
70499,type1,None,None,2.0,Non-Networked
70500,type1,None,None,3.0,Non-Networked
70502,type1,None,None,1.0,Non-Networked
70503,type1,None,None,2.0,Non-Networked
70504,type1,None,None,2.0,Non-Networked
70505,type1,None,None,2.0,Non-Networked
70506,type1,None,None,1.0,Non-Networked
70512,type1,None,None,2.0,ChargePoint Network
70514,type1,None,None,2.0,ChargePoint Network
70522,type1,None,None,2.0,ChargePoint Network
70523,type1,None,None,2.0,ChargePoint Network
70531,type1,None,None,2.0,Non-Networked
70533,type1,None,None,2.0,Non-Networked
70534,type1,None,None,5.0,Non-Networked
70535,type1,None,None,4.0,Non-Networked
70536,type1,None,None,1.0,Non-Networked
70537,type1,None,None,1.0,Non-Networked
70538,type1,None,None,1.0,Non-Networked
70543,type1,None,None,2.0,ChargePoint Network
70546,type1,None,None,2.0,ChargePoint Network
70551,type1,None,None,2.0,ChargePoint Network
70561,type1,None,None,5.0,Non-Networked
70565,type1,None,None,1.0,Non-Networked
70567,type1,None,None,1.0,Volta
70573,type1,None,None,1.0,Non-Networked
70575,type1,None,None,3.0,Non-Networked
70584,type1,None,None,2.0,Non-Networked
70585,type1,None,None,2.0,Non-Networked
70586,type1,None,None,4.0,Non-Networked
70587,type1,None,None,2.0,Non-Networked
70588,type1,None,None,2.0,Non-Networked
70589,type1,None,None,2.0,Non-Networked
70590,type1,None,None,2.0,Non-Networked
70594,type1,None,None,2.0,ChargePoint Network
70598,type1,None,None,2.0,ChargePoint Network
70601,type1,None,None,4.0,Non-Networked
70602,type1,None,None,2.0,Non-Networked
70603,type1,None,None,4.0,Non-Networked
70606,type1,None,None,2.0,Non-Networked
70623,type1,None,None,2.0,ChargePoint Network
70665,type1,None,None,1.0,Non-Networked
70666,type1,None,None,2.0,Non-Networked
70667,type1,None,None,1.0,Non-Networked
70668,type1,None,None,2.0,Non-Networked
70669,type1,None,None,2.0,Non-Networked
70670,type1,None,None,5.0,Non-Networked
70674,type1,None,None,1.0,Non-Networked
70675,type1,1.0,None,3.0,Non-Networked
70675,ccs,1.0,None,3.0,Non-Networked
70684,type1,None,None,2.0,ChargePoint Network
70696,type1,None,None,1.0,ChargePoint Network
70699,type1,None,None,2.0,ChargePoint Network
70700,type1,None,None,2.0,ChargePoint Network
70705,type1,None,None,2.0,ChargePoint Network
70709,type1,None,None,2.0,ChargePoint Network
70710,type1,None,None,2.0,ChargePoint Network
70711,type1,None,None,2.0,ChargePoint Network
70712,type1,None,None,2.0,ChargePoint Network
70728,type1,None,None,1.0,ChargePoint Network
70757,type1,None,None,2.0,ChargePoint Network
70758,type1,None,None,2.0,ChargePoint Network
70775,type1,1.0,None,2.0,Non-Networked
70775,ccs,1.0,None,2.0,Non-Networked
70776,type1,None,None,2.0,Non-Networked
70782,type1,None,None,2.0,ChargePoint Network
70783,type1,None,None,2.0,ChargePoint Network
70785,type1,None,None,2.0,ChargePoint Network
70786,type1,None,None,2.0,ChargePoint Network
70788,type1,None,None,2.0,ChargePoint Network
70789,type1,None,None,2.0,ChargePoint Network
70790,type1,None,None,2.0,ChargePoint Network
70793,type1,None,None,2.0,ChargePoint Network
70865,chademo,1.0,None,None,Non-Networked
70865,ccs,1.0,None,None,Non-Networked
70871,type1,None,None,2.0,Non-Networked
70872,type1,None,None,2.0,Non-Networked
70873,type1,None,None,2.0,Non-Networked
70881,type1,None,None,2.0,Non-Networked
70882,type1,None,None,3.0,OpConnect
70884,type1,None,None,4.0,OpConnect
70930,type1,None,None,2.0,ChargePoint Network
70931,type1,None,None,2.0,ChargePoint Network
70939,type1,None,None,2.0,ChargePoint Network
70948,type1,None,None,2.0,Non-Networked
70949,type1,None,None,2.0,Non-Networked
70962,type1,None,None,2.0,Non-Networked
70964,type1,None,None,2.0,Non-Networked
70972,type1,None,None,2.0,ChargePoint Network
71016,type1,None,None,2.0,ChargePoint Network
71024,type1,None,None,2.0,ChargePoint Network
71028,type1,None,None,2.0,ChargePoint Network
71039,type1,None,None,2.0,ChargePoint Network
71040,type1,None,None,2.0,ChargePoint Network
71071,type1,None,None,1.0,Non-Networked
71073,type1,None,None,1.0,Non-Networked
71077,type1,None,None,2.0,Non-Networked
71107,type1,None,None,2.0,ChargePoint Network
71112,type1,None,None,1.0,Non-Networked
71142,type1,None,None,8.0,Non-Networked
71143,type1,None,None,6.0,Non-Networked
71144,type1,None,None,1.0,Non-Networked
71180,type1,None,None,2.0,Non-Networked
71195,ccs,1.0,None,None,ChargePoint Network
71234,type1,None,None,2.0,Non-Networked
71244,type1,None,None,2.0,ChargePoint Network
71246,type1,None,None,1.0,ChargePoint Network
71263,type1,None,None,4.0,Non-Networked
71268,type1,None,None,2.0,ChargePoint Network
71269,type1,None,None,2.0,ChargePoint Network
71288,type1,None,None,1.0,ChargePoint Network
71302,type1,None,None,3.0,Non-Networked
71367,type1,None,None,2.0,Non-Networked
71420,type1,None,None,2.0,ChargePoint Network
71432,type1,None,None,7.0,OpConnect
71439,type2,None,51.0,None,Non-Networked
71441,type1,None,None,9.0,Non-Networked
71444,type1,None,None,1.0,Non-Networked
71446,type1,None,None,1.0,Non-Networked
71447,type1,None,None,7.0,EV Connect
71460,type1,None,None,2.0,ChargePoint Network
71480,type1,None,None,2.0,ChargePoint Network
71488,chademo,2.0,None,None,OpConnect
71488,ccs,2.0,None,None,OpConnect
71490,type1,None,None,1.0,Non-Networked
71492,type1,None,None,2.0,Non-Networked
71496,type1,None,None,2.0,Non-Networked
71497,type1,None,None,1.0,Non-Networked
71517,type1,None,None,3.0,OpConnect
71519,type1,None,None,7.0,OpConnect
71524,type1,None,None,5.0,OpConnect
71571,type1,None,None,2.0,ChargePoint Network
71589,ccs,1.0,None,None,ChargePoint Network
71655,type1,None,None,2.0,Non-Networked
71720,type1,None,None,2.0,ChargePoint Network
71773,type1,None,None,1.0,Non-Networked
71774,type1,None,None,2.0,Non-Networked
71809,type1,None,None,2.0,ChargePoint Network
71851,ccs,1.0,None,None,ChargePoint Network
71852,ccs,1.0,None,None,ChargePoint Network
71856,type1,None,None,2.0,ChargePoint Network
71871,type1,None,None,1.0,Non-Networked
71874,type1,None,None,2.0,Non-Networked
71875,type1,None,None,1.0,Non-Networked
71876,type1,None,None,34.0,EV Connect
71878,type1,None,None,8.0,Non-Networked
71879,type1,None,None,1.0,Non-Networked
71881,type1,None,None,2.0,Non-Networked
71882,type1,None,None,1.0,Non-Networked
71883,type1,None,None,3.0,Non-Networked
71884,type1,None,None,1.0,Non-Networked
71885,type1,None,None,2.0,Non-Networked
71886,type1,None,None,1.0,Non-Networked
71887,type1,None,None,1.0,Non-Networked
71888,type1,None,None,1.0,Non-Networked
71889,type1,None,None,1.0,Non-Networked
71895,type1,None,None,3.0,EV Connect
71900,type1,None,None,10.0,EV Connect
71901,type1,None,None,1.0,Non-Networked
71902,type1,None,None,1.0,Non-Networked
71904,type1,None,None,10.0,EV Connect
71905,type1,None,None,8.0,Non-Networked
71906,type1,None,None,2.0,EV Connect
71907,type1,None,None,10.0,EV Connect
71908,type1,None,None,2.0,Non-Networked
71909,type1,None,None,2.0,Non-Networked
71911,type1,None,None,4.0,Non-Networked
71912,type1,None,None,10.0,EV Connect
71917,ccs,1.0,None,None,ChargePoint Network
71918,type1,None,None,2.0,ChargePoint Network
71919,type1,None,None,2.0,ChargePoint Network
71921,type1,None,None,2.0,ChargePoint Network
71923,ccs,1.0,None,None,ChargePoint Network
71947,type1,None,None,2.0,ChargePoint Network
71950,type1,None,None,2.0,ChargePoint Network
71955,type1,None,None,2.0,ChargePoint Network
71956,type1,None,None,2.0,ChargePoint Network
71959,type1,None,None,1.0,ChargePoint Network
72011,type1,None,None,2.0,Non-Networked
72012,type1,None,None,2.0,Non-Networked
72027,type1,None,None,2.0,Non-Networked
72028,type1,None,None,1.0,Non-Networked
72030,type1,None,None,2.0,Non-Networked
72040,type1,None,None,2.0,ChargePoint Network
72050,type1,None,None,2.0,ChargePoint Network
72082,type1,None,None,4.0,Non-Networked
72193,type1,None,None,1.0,Non-Networked
72279,chademo,1.0,None,None,ChargePoint Network
72279,ccs,1.0,None,None,ChargePoint Network
72280,ccs,1.0,None,None,ChargePoint Network
72282,type1,None,None,2.0,ChargePoint Network
72323,type1,None,None,2.0,ChargePoint Network
72331,chademo,1.0,None,None,ChargePoint Network
72331,ccs,1.0,None,None,ChargePoint Network
72342,type1,None,None,1.0,Non-Networked
72344,type1,None,None,4.0,Non-Networked
72360,type1,None,None,6.0,Non-Networked
72367,type1,None,None,2.0,Non-Networked
72370,type1,None,None,4.0,Non-Networked
72379,type1,None,None,2.0,ChargePoint Network
72392,type1,None,None,1.0,ChargePoint Network
72394,type1,None,None,2.0,ChargePoint Network
72427,type1,None,None,1.0,ChargePoint Network
72428,type1,None,None,1.0,ChargePoint Network
72432,type1,None,None,2.0,ChargePoint Network
72438,type1,None,None,2.0,ChargePoint Network
72449,type1,None,None,1.0,ChargePoint Network
72465,type1,None,None,2.0,ChargePoint Network
72467,type1,None,None,2.0,ChargePoint Network
72476,ccs,1.0,None,None,ChargePoint Network
72493,type1,None,None,2.0,ChargePoint Network
72516,type1,None,None,2.0,ChargePoint Network
72523,type1,None,None,1.0,Non-Networked
72524,type1,None,None,2.0,Non-Networked
72526,type1,None,None,2.0,Non-Networked
72540,type1,None,None,2.0,ChargePoint Network
72553,type1,None,None,2.0,ChargePoint Network
72592,type1,None,None,2.0,ChargePoint Network
72612,type1,None,None,2.0,ChargePoint Network
72633,type1,None,None,2.0,ChargePoint Network
72642,type1,None,None,2.0,ChargePoint Network
72656,type1,None,None,2.0,ChargePoint Network
72670,type1,None,None,1.0,Non-Networked
72679,type1,None,None,1.0,Non-Networked
72688,type1,None,None,2.0,Non-Networked
72695,type1,None,None,2.0,Non-Networked
72718,type1,None,None,2.0,Non-Networked
72722,type1,None,None,4.0,Non-Networked
72724,type1,None,None,4.0,Non-Networked
72734,type1,None,None,2.0,Non-Networked
72735,type1,None,None,2.0,Non-Networked
72739,type1,None,None,1.0,Non-Networked
72749,type1,None,None,1.0,Non-Networked
72792,type1,None,None,1.0,Non-Networked
72802,type1,None,None,2.0,Non-Networked
72819,type1,None,None,1.0,Non-Networked
72834,type1,None,None,1.0,Non-Networked
72845,type1,None,None,4.0,Non-Networked
72850,type1,None,None,10.0,Non-Networked
72861,type1,None,None,2.0,Non-Networked
72897,type1,None,None,2.0,Non-Networked
72907,type1,None,None,2.0,Non-Networked
72909,type1,None,None,1.0,Non-Networked
72970,type1,None,None,2.0,Non-Networked
73113,type1,None,None,2.0,Non-Networked
73114,type1,None,None,1.0,Non-Networked
73132,type1,None,None,2.0,Non-Networked
73197,type1,None,None,1.0,ChargePoint Network
73219,type1,None,None,2.0,ChargePoint Network
73224,type1,None,None,2.0,Non-Networked
73225,type1,None,None,1.0,Non-Networked
73229,type1,None,None,2.0,Non-Networked
